domain_id,domain,subdomain_id,subdomain,topic_id,topic,formats,temporality,knowledge,premed_appropriate,must_understand,assessment,common_weak_responses,dangerous_misconceptions
D9,"Health systems, policy and society",D9.4,Public health and prevention,D9.4.1,Prevention versus treatment,PD,SLOW,CONTEXT,True,"That prevention is cheaper and slower, that its benefits are diffuse and its costs immediate, and that this asymmetry explains why it is chronically underfunded.",Policy discussion.,'We should focus on prevention' with no account of why we don't,"Note the Spending Review cuts non-NHS DHSC day-to-day spend by 4.5% per year, hitting the public health grant — the tension is concrete, not theoretical"
D9,"Health systems, policy and society",D9.4,Public health and prevention,D9.4.2,Regulation versus individual responsibility,PD; FU,SLOW,CONTEXT,True,"The libertarian objection to state intervention, the evidence that regulation outperforms information campaigns, and the deprivation argument that 'choice' is unequally available. Live examples: the Tobacco and Vapes Act 2026 (Royal Assent 29 April 2026) creating a rolling generational sales ban for anyone born on or after 1 January 2009; the under-16 energy drink ban from April 2027; HFSS advertising restrictions.",Policy discussion with hostile follow-up.,Dismissing 'nanny state' objections without engaging them,Interviewers commonly argue the libertarian side. Our interviewer should too.
D9,"Health systems, policy and society",D9.4,Public health and prevention,D9.4.3,Obesity and weight-loss medication,PD,FAST,CONTEXT,True,"That NHS England is rolling out tirzepatide in phased cohorts — 2026/27 is Cohort II (BMI 35-39.9 with 4+ comorbidities), with roughly 220,000 people in the first three years against about 3.4 million eligible, and BMI thresholds lowered by 2.5 kg/m² for several ethnic groups. The tensions: individual benefit versus population cost, medicalisation versus environment, and equity of access.",Policy discussion.,Treating the drugs as either a cure or a cop-out,FAST. Cohort eligibility changes annually.
D9,"Health systems, policy and society",D9.4,Public health and prevention,D9.4.4,Screening principles and harms,PD; DI,FAST,CONTEXT,True,"That screening a healthy population is not the same as testing a symptomatic one; overdiagnosis, false positives, lead-time bias and the anxiety cost; and the Wilson-Jungner idea that a screening programme must meet criteria about the condition, the test and the treatment.","Policy discussion or data interpretation. Live case: the UK NSC recommended targeted prostate screening on 28 May 2026 for men aged 45-61 with a confirmed BRCA2 variant and family history, EXCLUDING BRCA1 carriers and excluding family history alone — and around 8 in 10 PSA positives are false.",'More screening is better',The prostate decision is the cleanest available exam case: the NSC declined population screening on evidence grounds against strong campaigning pressure.
D9,"Health systems, policy and society",D9.4,Public health and prevention,D9.4.5,Vaccination and uptake,PD; RP,FAST,CONTEXT,True,"That coverage is falling and measles is causing deaths — 736 confirmed cases in England from 1 January to 8 June 2026 with two child deaths confirmed in 2026, against 959 cases in 2025; that England is below the 95% WHO threshold for MMR; and that the driver is access and deprivation more than ideological refusal.",Policy discussion or roleplay with a hesitant parent.,Framing all non-vaccination as anti-vaccine belief | Arguing for mandates without engaging the autonomy objection,"FAST. Case counts rise weekly. In a roleplay with a hesitant parent, the correct behaviour is curiosity about the specific worry — never a lecture, and never clinical advice from an applicant."
D9,"Health systems, policy and society",D9.4,Public health and prevention,D9.4.6,Antimicrobial resistance,PD,SLOW,CONTEXT,True,"The UK national action plan 'Confronting antimicrobial resistance 2024 to 2029', with a target to reduce total human antibiotic use by 5% from a 2019 baseline by 2029, and the vision of AMR contained, controlled and mitigated by 2040. The tension: prescribing restraint against access and diagnostic uncertainty; and the 'subscription' payment model attempting to create a market for drugs we intend not to use.",Policy discussion.,Blaming patients for demanding antibiotics as the whole answer,SLOW — the plan runs to 2029. Safe evergreen-adjacent content.
D9,"Health systems, policy and society",D9.5,"Social care, and the private sector",D9.5.1,The social care interface,PD,FAST,CONTEXT,True,That delayed discharge is a social care capacity problem presenting as a hospital problem; that the Casey Commission has not yet published its Phase 1 report; and that the first adult social care Fair Pay Agreement was confirmed on 16 July 2026 with a negotiating body by end 2026 and a first settlement in April 2028.,Policy discussion.,Discussing NHS pressure with no reference to social care,FAST. Casey Phase 1 is the next major publication and could land mid-cycle.
D9,"Health systems, policy and society",D9.5,"Social care, and the private sector",D9.5.2,Private sector involvement,PD,SLOW,CONTEXT,True,"That independent providers treated over a million NHS patients in 2024 under a partnership agreement, and now deliver a large share of NHS-funded diagnostics and over half of NHS-funded ADHD assessments; and the counter-arguments — the same workforce, lower-complexity casemix, uneven geography, and choice potentially widening inequality.",Policy discussion.,Ideological framing in either direction with no mechanism,A politically charged topic. Our interviewer must probe both sides and never signal a position.
D9,"Health systems, policy and society",D9.5,"Social care, and the private sector",D9.5.3,Mental health provision,PD,FAST,CONTEXT,True,That the Mental Health Act 2025 received Royal Assent on 18 December 2025 and is being commenced in stages over years; that over a million under-18s were in contact with secondary NHS mental health services in 2024-25; and that £343m was announced on 6 August 2026 for 159 new facilities including 100 walk-in community centres and 59 mental health emergency departments.,Policy discussion.,Discussing CAMHS waits with no structural explanation,FAST. Commencement is staged; figures change.
D9,"Health systems, policy and society",D9.6,Global and planetary health,D9.6.1,Sustainability as a professional duty,PD; FU,SLOW,CONTEXT,True,GMP 2024 Domain 1 includes 'Managing resources effectively and sustainably' — NEW in 2024. That healthcare has a material carbon footprint and that sustainable practice is now framed as a duty rather than an interest.,Policy discussion or follow-up.,Treating sustainability as unrelated to clinical practice,Absent from any content mapped to the 2013 GMP domains
D9,"Health systems, policy and society",D9.6,Global and planetary health,D9.6.2,Ethics of international recruitment,PD; FU,FAST,CONTEXT,True,"The tension between the NHS's historic dependence on international medical graduates, the 10 Year Health Plan target of under 10% international recruitment by 2035, the prioritisation legislation, and the effect on source countries' health systems.",Policy discussion with hostile follow-up.,One-sided argument in either direction,Handle with care. A candidate may be an IMG's child or an international applicant. Never signal a position; probe both directions equally.
D10,"Science, evidence, numeracy and technology",D10.1,Scientific reasoning (Oxbridge routes),D10.1.1,Applying school science to a novel problem,SP; FU,EVERGREEN,CONTEXT,True,"Cambridge's published expectation: sixth-form Chemistry, Biology, Maths and Physics applied to novel scenarios, with lateral thinking and conceptual flexibility, observation and hypothesis generation.",Scientific problem with the interviewer prompting rather than correcting.,Recalling a memorised answer | Silence rather than thinking aloud | Guessing without stating the reasoning,"SCORING RULE: score the reasoning path, explicitly not the answer. An incorrect conclusion reached by good reasoning outscores a correct one asserted."
D10,"Science, evidence, numeracy and technology",D10.1,Scientific reasoning (Oxbridge routes),D10.1.2,Hypothesis generation from an observation,SP,EVERGREEN,CONTEXT,True,"Generating several candidate explanations, then proposing what would distinguish them.",Scientific problem.,"One hypothesis, asserted | No test proposed",Oxbridge routes only — 4 of 68. Do not spend Phase 1 budget here.
D10,"Science, evidence, numeracy and technology",D10.1,Scientific reasoning (Oxbridge routes),D10.1.3,Thinking aloud under an interviewer's prompts,SP; FU,EVERGREEN,NONE,True,That the tutorial format expects an audible reasoning process and responsiveness to hints; Oxford lists 'compatibility with tutorial format' as a criterion.,Scientific problem with graded hints.,Long silences | Ignoring a hint | Abandoning a line of reasoning at the first difficulty,"Our interviewer must hint the way a tutor does — narrowing the space, not supplying the answer. See Output 7 on leading."
D10,"Science, evidence, numeracy and technology",D10.2,Evidence and critical appraisal,D10.2.1,Correlation and causation,AD; DI,EVERGREEN,NONE,True,"That an association does not establish causation, and what would be needed — temporality, dose-response, plausibility, controlling for confounders, ideally randomisation.",Article discussion or data interpretation.,Naming the distinction without identifying the confounder in front of them,ANTI-BUZZWORD: 'correlation does not imply causation' scores nothing on its own. Naming a specific plausible confounder scores.
D10,"Science, evidence, numeracy and technology",D10.2,Evidence and critical appraisal,D10.2.2,"Sample, bias and generalisability",AD; DI,EVERGREEN,NONE,True,"Who was studied, who was left out, and whether the result transfers to the population in question.",Article discussion.,Accepting a headline claim at face value,"Do not require study-design vocabulary. Reward the question, not the term."
D10,"Science, evidence, numeracy and technology",D10.2,Evidence and critical appraisal,D10.2.3,Absolute versus relative risk,DI; AD,EVERGREEN,NONE,True,"That a 50% increase in a small risk is still a small risk, and that media reporting systematically prefers relative figures.",Data interpretation with a deliberately misleading headline.,Reacting to the relative figure without asking for the baseline,"The highest-yield single critical-appraisal skill for a 17-year-old, and it needs no medical knowledge."
D10,"Science, evidence, numeracy and technology",D10.2,Evidence and critical appraisal,D10.2.4,Reading a claim in the media,AD; PD,EVERGREEN,LAY,True,"Who made the claim, who funded it, what was actually measured, and what the headline omits.",Article discussion — also the Keele pre-read format.,Discussing the topic rather than appraising the source,Keele issues a case study 1-2 days before interview and tells candidates they are not expected to memorise it. Our pre-read mode should mirror that instruction.
D10,"Science, evidence, numeracy and technology",D10.3,Numeracy,D10.3.1,"Percentages, ratios and proportions under time pressure",CA,EVERGREEN,NONE,True,"Fluent mental arithmetic at or below GCSE level, with the method spoken aloud.","Calculation station, no calculator. Leicester runs this with a pass-mark threshold; Birmingham runs it computer-based with clinically relevant but GCSE-level data.",Silent calculation with only an answer | Not sanity-checking an implausible result,Score method transparency as well as accuracy — a spoken method allows partial credit and mirrors how these stations are marked.
D10,"Science, evidence, numeracy and technology",D10.3,Numeracy,D10.3.2,"Units, conversion and estimation",CA,EVERGREEN,NONE,True,"Converting between units without error, and producing a defensible order-of-magnitude estimate.",Calculation station.,Unit errors going unnoticed,Keep all framing non-clinical or clinically trivial. Never require drug-dosing knowledge.
D10,"Science, evidence, numeracy and technology",D10.4,Data interpretation,D10.4.1,Reading a chart or table accurately,DI,EVERGREEN,NONE,True,"Axes, units, scale, time period, and what is actually plotted.",Data interpretation station.,Describing the shape without reading the axes | Extrapolating beyond the data,QUB states explicitly there are no data or graph stations; Manchester has no reading at all. Serve data stations only where the school profile supports them.
D10,"Science, evidence, numeracy and technology",D10.4,Data interpretation,D10.4.2,Stating what the data cannot show,DI,EVERGREEN,NONE,True,"That the highest-value response names the limits — no comparator, no denominator, truncated axis, aggregation hiding variation.",Data interpretation with MISLEAD set high.,Answering only what was asked | Accepting the presentation uncritically,This is the discriminating behaviour and should be weighted above arithmetic accuracy.
D10,"Science, evidence, numeracy and technology",D10.5,Technology in healthcare,D10.5.1,AI in healthcare — what it does,PD; AD,FAST,CONTEXT,True,"That AI in the NHS is currently strongest in triage, documentation and image analysis rather than autonomous diagnosis. As at 2026: NHS England announced an AI acceleration on 4 July 2026 within a £10bn three-year technology programme — AI triage in the NHS App, ambient voice documentation in outpatients, Copilot for 500,000+ staff.",Policy discussion.,'AI will replace doctors' or 'AI will never replace doctors' with no mechanism | Discussing AI in general rather than in a named use case,FAST. The tester named this as a gap. Review quarterly.
D10,"Science, evidence, numeracy and technology",D10.5,Technology in healthcare,D10.5.2,AI accountability and regulation,PD; FU,FAST,CONTEXT,True,"That the GMC's position is that accountability does NOT transfer — practitioners remain responsible for decisions taken using new technologies, must discuss their use with patients including uncertainties and limitations, must work within their competence, and must report adverse incidents involving software and digital tools. On 29 July 2026 the MHRA clarified that transcription, summarisation and letter drafting are not medical devices, while ambient voice technology that supports diagnosis or acts without clinician review IS a regulated medical device.","Policy discussion with hostile follow-up: 'If the AI was wrong, who is responsible?'",Not addressing accountability at all | Assuming the manufacturer bears clinical responsibility,This is the single best-differentiated AI sub-question and almost nobody teaches it. The regulatory boundary is unstable — a functionality change can silently alter a product's regulatory status.
D10,"Science, evidence, numeracy and technology",D10.5,Technology in healthcare,D10.5.3,"AI bias, deskilling and trust",PD,SLOW,CONTEXT,True,"That training-data bias can widen inequity, that automation bias makes clinicians over-trust outputs, and that deskilling is a live concern as documentation and triage become default.",Policy discussion.,Naming 'bias' with no mechanism or example,A candidate who can name a mechanism — under-representation in training data leading to worse performance in a subgroup — substantially outperforms one who names the word.
D10,"Science, evidence, numeracy and technology",D10.5,Technology in healthcare,D10.5.4,"Health data, consent and public trust",PD; ES,FAST,CONTEXT,True,"The tension between data-driven care and consent at scale; the Single Patient Record confirmed in the King's Speech on 13 May 2026 within the NHS Modernisation Bill; the Federated Data Platform controversy, including reporting in May 2026 that NHS England planned to grant Palantir and external consultancy staff admin-level access to identifiable patient data, with an internal briefing acknowledging risk of loss of public confidence.",Policy discussion.,Treating data sharing as either obviously good or obviously sinister,FAST and contested. Present both the care-improvement case and the trust case; never signal a position.
D10,"Science, evidence, numeracy and technology",D10.5,Technology in healthcare,D10.5.5,Digital exclusion,PD,SLOW,CONTEXT,True,"That making the NHS App the front door disadvantages people without smartphones, connectivity, digital skills or English — disproportionately older, poorer and disabled people, who use care most. This is the inverse care law restated for the digital era.",Policy discussion.,Discussing digital transformation with no equity dimension,A high-value link between two topics most candidates treat separately. Reward the connection.
D10,"Science, evidence, numeracy and technology",D10.5,Technology in healthcare,D10.5.6,Genomics and its consequences,PD,SLOW,CONTEXT,True,"That genomic medicine is moving from diagnosis of rare disease toward population stratification — newborn genomic screening, targeted screening by genetic risk — and that this creates consent, incidental-finding, insurance and equity problems.",Policy discussion.,Enthusiasm with no downside | Confusing genomic screening with genetic engineering,"Newborn genomic screening raises consent for someone who cannot consent, and a finding that cannot be un-known. That tension is the assessable content."
